Customer_ID,customer_name,customer_email,customer_phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Feedback,Ratings,order_id,product_id
81716,Daniel Wheeler,Elizabeth23@gmail.com,3763612200.0,752 Jason Crest,Portsmouth,England,4774,UK,24,Female,Medium,Regular,Bad,1.0,4394252,69636
81734,Ashley Perez,Rhonda53@gmail.com,7774970000.0,49481 Taylor Centers,Chicago,Connecticut,5829,USA,34,Male,Low,Regular,Good,4.0,8352259,66556
81754,Zachary Hernandez,Jennifer72@gmail.com,4641517000.0,85125 Danny Club,Essen,Berlin,89408,Germany,36,Female,Low,New,Average,2.0,5257898,16880
81755,William Shelton,George4@gmail.com,4214224600.0,2712 Anderson Mall Apt. 241,Miami,Nevada,89205,USA,27,Female,High,Premium,Average,2.0,2564510,57147
81761,Elizabeth Salas,Mary38@gmail.com,1481196200.0,9992 Monica Drive,St. John's,Ontario,31513,Canada,20,Male,Medium,New,Bad,1.0,1656836,68110
81763,Andrew Frank,Kim73@gmail.com,1317645800.0,08932 Chase Village,Portsmouth,England,3182,UK,19,Female,Medium,Regular,Bad,1.0,1002568,50575
81768,Heather Peterson,Samantha11@gmail.com,4212980700.0,218 Watkins Spurs Apt. 524,Atlanta,Connecticut,6154,USA,41,Male,Low,New,Good,3.0,5278848,43676
81774,Larry Flores,Jill85@gmail.com,2531234800.0,5344 Reeves Turnpike,Chicago,Connecticut,97872,USA,34,Male,Medium,Regular,Bad,1.0,5560471,53235
81780,Jonathan Taylor,Gary85@gmail.com,2589669600.0,86656 Crystal Points Apt. 550,Newcastle,New South Wales,75631,Australia,68,Male,High,Regular,Good,3.0,2185141,36970
81794,Ashley Bailey,Wesley94@gmail.com,8601249000.0,6393 Steele Field,Southampton,England,58523,UK,46,Male,Low,New,Excellent,5.0,4026772,23593
81830,Wanda Howard,Jenna78@gmail.com,9463272000.0,633 Valerie Spur,Saskatoon,Ontario,82270,Canada,49,Female,Low,New,Average,2.0,7494494,12938
81832,Eric Lucas,Amber17@gmail.com,2086295400.0,130 Sloan Roads Suite 741,Chicago,Connecticut,99792,USA,34,Female,Medium,New,Good,3.0,4394377,73255
81834,Patrick Hernandez,Kyle91@gmail.com,6284717000.0,44498 Mack Points,Ballarat,New South Wales,62285,Australia,26,Male,High,Regular,Good,3.0,5852415,91314
81835,Terry Banks,Craig3@gmail.com,3660472000.0,83675 Rogers Spurs Suite 652,Hull,England,43112,UK,43,Female,High,Premium,Excellent,5.0,2478000,93190
81839,Maria Blevins,Douglas36@gmail.com,7311862300.0,268 Taylor Forest,Windsor,Ontario,34884,Canada,46,Male,Low,New,Excellent,4.0,8077702,22018
81846,Patrick Torres,Brandon11@gmail.com,1982089300.0,56036 Cox Vista Suite 784,Portsmouth,England,26778,UK,19,Male,Medium,Regular,Bad,1.0,9017265,86563
81872,Nathan Rodriguez,Kelly53@gmail.com,3728031000.0,680 Anthony Lights Apt. 083,Boston,Georgia,88627,USA,23,Male,High,Regular,Average,2.0,9225133,16988
81887,Beth Higgins,Andrea48@gmail.com,6722006000.0,61211 Michelle Ramp Apt. 821,Chicago,Connecticut,29287,USA,34,Male,Medium,Regular,Excellent,5.0,5580817,44805
81900,Joseph Griffin,Michael13@gmail.com,6571231700.0,61206 Kelly Mill,Cardiff,England,98196,UK,20,Female,Medium,Premium,Excellent,4.0,8768685,58193
81915,Christopher Reed,Marcus44@gmail.com,5460757500.0,85436 Lisa Turnpike Suite 710,Chicago,Connecticut,57834,USA,34,Male,Medium,Regular,Good,4.0,4705452,41169
81935,Samantha Peters,Tristan44@gmail.com,2596589300.0,93543 Freeman Plaza,Nashville,Arizona,85566,USA,48,Female,Low,New,Average,2.0,2259619,16214
81936,Ashley Reyes,Gregory5@gmail.com,5874784000.0,97612 Erika Greens,Adelaide,New South Wales,7342,Australia,19,Female,Low,Premium,Excellent,4.0,4765846,90540
81937,Helen Hudson,Timothy54@gmail.com,2125923000.0,2121 Kaiser Plaza,Bristol,England,17575,UK,70,Female,High,New,Average,2.0,6830128,52465
81945,Heather Byrd,Robin43@gmail.com,1162670700.0,51149 Galvan Mountain,Stuttgart,Berlin,39720,Germany,63,Male,Low,New,Average,2.0,8017432,85885
81951,Eric Dixon,Ryan44@gmail.com,4468090400.0,691 Keith Trafficway Apt. 879,Chicago,Connecticut,83402,USA,34,Male,Low,New,Bad,1.0,8600343,81935
81952,John Lopez,Karen68@gmail.com,9415468000.0,759 Harris Pike,Detroit,Washington,99003,USA,61,Male,Low,New,Average,2.0,9192240,23698
81967,Kenneth Turner,Julie29@gmail.com,8377255400.0,0103 Jones Mission Suite 554,Brisbane,New South Wales,86405,Australia,33,Female,Medium,Regular,Excellent,5.0,5887676,73276
81968,Rose Lee,Eric54@gmail.com,5015333400.0,830 Christopher Field,Duisburg,Berlin,97163,Germany,21,Female,Medium,New,Good,4.0,8835777,55194
81971,Cody Williams II,Pamela48@gmail.com,2719241500.0,70335 Elizabeth Court,Portsmouth,England,83113,UK,19,Male,Medium,Regular,Bad,1.0,4157848,86392
81972,James Hall,John99@gmail.com,2011696500.0,080 Ruiz Valley Apt. 706,Fort Worth,New Mexico,99408,USA,19,Female,High,New,Good,3.0,2780050,52054
81976,Nicole Schmidt,James58@gmail.com,2142939500.0,04544 Nolan Fords Suite 962,San Francisco,Maine,64245,USA,26,Male,High,Regular,Good,4.0,3014432,76785
81979,Jonathan Robinson,James30@gmail.com,7696196000.0,36676 Cook Mountain,Oklahoma City,North Dakota,58719,USA,20,Male,Medium,Regular,Excellent,4.0,2143295,13266
81999,Mr. Kevin Cowan,Melissa53@gmail.com,6624464400.0,699 Vanessa Mountains,Portsmouth,England,15489,UK,21,Male,Medium,Regular,Bad,1.0,5911715,35947
82026,Michael Rodriguez,Russell24@gmail.com,4285795600.0,325 Robinson Viaduct,Montreal,Ontario,4447,Canada,55,Male,Low,Premium,Excellent,4.0,6190166,20450
82039,James Ortiz,Kimberly50@gmail.com,5127657500.0,465 Jennifer Viaduct Apt. 287,Berlin,Berlin,34660,Germany,26,Male,Low,Regular,Good,3.0,2609507,74596
82049,Barbara Bautista,Joshua13@gmail.com,6878400000.0,40557 Glass Shoal Apt. 893,Townsville,New South Wales,61305,Australia,20,Male,Medium,New,Good,4.0,1259748,31079
82055,Lisa Middleton,Tyler100@gmail.com,1227426400.0,07582 Downs Cove,Portsmouth,England,98907,UK,20,Male,Low,Regular,Average,2.0,1828865,55296
82058,Wayne Miller,Jacqueline55@gmail.com,2497198300.0,1771 Edwards Loaf,Münster,Berlin,77669,Germany,26,Male,Medium,Premium,Good,3.0,7362785,56957
82076,Anthony Dunn,Anthony48@gmail.com,1844801000.0,2597 Price Flat,St. John's,Ontario,83106,Canada,20,Male,Low,Regular,Excellent,5.0,2000275,15054
82086,Brian Johnson,Michael2@gmail.com,4412312000.0,72097 Winters Isle Suite 891,Montreal,Ontario,94665,Canada,26,Male,High,New,Good,4.0,1422346,97786
82114,Jennifer Parker,Kirk81@gmail.com,7448780300.0,759 Kim Mountains Apt. 323,Chicago,Connecticut,61932,USA,34,Female,High,Regular,Good,3.0,9949226,31640
82115,Christopher Walters,Glenn34@gmail.com,6158651400.0,79843 Lance Way Apt. 081,Oxford,England,26238,UK,53,Male,Medium,Regular,Good,4.0,2811000,41750
82116,Cheryl Walker,Gina51@gmail.com,2014595100.0,62808 Valerie Square,Calgary,Ontario,26494,Canada,29,Male,Medium,New,Average,2.0,8881088,51079
82122,Michelle Waters,Ellen23@gmail.com,9517963000.0,7581 Gray Coves Apt. 808,Quebec City,Ontario,15950,Canada,38,Female,Medium,New,Excellent,5.0,2890094,53807
82124,Amber Parker,Cynthia11@gmail.com,2885207800.0,13652 Billy Brooks,Portsmouth,England,73842,UK,24,Male,Medium,Regular,Average,2.0,8970677,58167
82138,Kaitlyn Smith,Diamond3@gmail.com,1814268000.0,7444 Jones Lake,Albuquerque,Kansas,67435,USA,34,Female,Low,Regular,Good,3.0,1172159,52128
82140,Daniel Coleman,Jennifer84@gmail.com,3382233300.0,67711 Rebecca Walks Suite 412,Fort Worth,New Mexico,76393,USA,19,Female,Medium,New,Bad,1.0,7793698,14349
82141,Sydney Dennis,Christopher99@gmail.com,6746437600.0,2667 Clark Fort,Melbourne,New South Wales,29195,Australia,26,Male,Low,New,Good,3.0,8197897,40405
82147,Harold Harvey,Kelly17@gmail.com,4113934600.0,874 Kayla Meadow Suite 103,Toowoomba,New South Wales,22670,Australia,46,Female,Low,New,Average,2.0,2057201,70815
82151,Kenneth Miller,Sarah44@gmail.com,2862065700.0,208 William Forge Suite 603,Belfast,England,47297,UK,46,Male,Medium,Premium,Excellent,4.0,6327865,16889
82160,Kristie Serrano,Lisa48@gmail.com,8074959000.0,7559 Matthews Keys,Chicago,Connecticut,84253,USA,34,Male,High,Premium,Good,4.0,2105361,66489
82161,Kimberly Lambert,Derek40@gmail.com,5104096000.0,49923 Kaitlin Mountains,Ottawa,Ontario,32161,Canada,53,Female,Medium,New,Excellent,5.0,1016600,90708
82162,Gregory Moore,Lisa3@gmail.com,1596891900.0,4890 Matthew Parkways Apt. 265,San Francisco,Maine,86298,USA,26,Male,High,Regular,Average,2.0,6335800,39187
82164,Nicole Mack,David36@gmail.com,3966712300.0,1015 Bowers Gateway,Tucson,Alabama,35730,USA,48,Female,Low,Regular,Excellent,5.0,1730587,72167
82177,Carolyn Haley,Olivia36@gmail.com,6604677000.0,084 Brittany Union,Birmingham,England,44453,UK,56,Male,High,New,Excellent,4.0,4524028,14398
82206,David Cox,John53@gmail.com,6388574700.0,769 Ryan Rest,Cardiff,England,58439,UK,55,Male,High,Regular,Excellent,4.0,6563899,16055
82209,Anthony Jensen,Alan84@gmail.com,5742609000.0,6878 Martinez Expressway,Manchester,England,73518,UK,46,Male,Low,Regular,Excellent,4.0,8213419,38870
82216,Katherine Davis,Kristi31@gmail.com,8708092000.0,4370 Erin Unions,Louisville,Tennessee,37503,USA,23,Female,High,Premium,Good,3.0,5295147,17323
82220,Vincent Lynch,Daniel79@gmail.com,7802131500.0,76883 Lindsey Courts Suite 348,Kelowna,Ontario,7092,Canada,49,Male,Low,New,Excellent,4.0,9884035,87971
82228,Lee Gardner,Robert6@gmail.com,4267713300.0,26760 Robert Stream Apt. 604,Fort Worth,New Mexico,37312,USA,19,Female,Low,New,Excellent,4.0,2715265,43951
82233,Teresa Graham,Eddie61@gmail.com,7336764000.0,5717 Malone Lights Apt. 380,Chicago,Connecticut,15767,USA,34,Female,Medium,Premium,Good,3.0,5001316,99356
82248,Sandra Fisher,Rachel66@gmail.com,1890510200.0,583 Brittney Haven,Frankfurt,Berlin,64098,Germany,22,Male,Medium,Regular,Bad,1.0,3709902,97938
82251,Jessica Williams,Kevin55@gmail.com,2732145000.0,9987 Rodriguez Villages,Darwin,New South Wales,26641,Australia,26,Male,Medium,Regular,Good,3.0,7503038,69706
82255,Lori Black,Teresa66@gmail.com,1029026200.0,112 Haynes Forge Apt. 273,Plymouth,England,70398,UK,46,Male,Low,Regular,Excellent,4.0,1314664,42850
82256,Mariah Carpenter,Bianca83@gmail.com,4471301000.0,58699 Vasquez Forest,Hamburg,Berlin,67307,Germany,46,Male,Low,Regular,Good,4.0,4792250,69013
82260,Bridget Smith,Matthew94@gmail.com,4854634000.0,63663 Rojas Crest,Miami,Massachusetts,1629,USA,21,Male,Low,Regular,Excellent,4.0,2544065,74632
82276,Rebecca Martin,Nicolas10@gmail.com,5496581600.0,28681 Roger Harbors,Sheffield,England,68296,UK,34,Female,High,Regular,Good,3.0,1796892,78286
82290,Steven Cunningham,Heather45@gmail.com,3076027100.0,38165 Terri Islands,San Francisco,Maine,50572,USA,23,Male,High,Regular,Excellent,4.0,6724159,21193
82303,Rachel Holland,Donald73@gmail.com,7420289500.0,40179 David Glens Apt. 423,Chicago,Connecticut,77351,USA,34,Female,High,New,Good,4.0,1546768,99651
82324,Robert Reyes,Steven39@gmail.com,1908929500.0,026 Jennifer Street,Southampton,England,99244,UK,22,Female,Medium,Regular,Bad,1.0,7104749,16821
82325,Denise Wilson,David100@gmail.com,5104419000.0,496 Kenneth Forest Suite 098,Louisville,Massachusetts,2163,USA,37,Male,High,New,Good,4.0,7270821,71436
82341,Austin Walker,Alexander3@gmail.com,9034832000.0,25160 Thomas Gateway Suite 762,Mackay,New South Wales,2372,Australia,68,Female,Medium,Premium,Excellent,5.0,5238574,48080
82347,Timothy Mckinney,Kenneth66@gmail.com,3720462600.0,9768 Debbie Spur Suite 996,Ballarat,New South Wales,57343,Australia,20,Female,Medium,New,Good,4.0,4274144,19573
82349,Tracy Anderson,Thomas4@gmail.com,3937313000.0,744 Lopez Trafficway Suite 949,Washington,Texas,78382,USA,46,Female,Low,New,Excellent,4.0,4796441,34743
82351,Harry Hurst,Laura100@gmail.com,4057830700.0,4604 Christopher Ville,Portsmouth,England,90607,UK,46,Female,Low,Premium,Excellent,4.0,4124190,74352
82371,Tiffany Young,Omar67@gmail.com,3639519500.0,52185 Wilson Cape,Chicago,Connecticut,21866,USA,34,Male,Low,Regular,Bad,1.0,2529802,45135
82375,Karen Davenport,Bryan72@gmail.com,4604307500.0,100 Deanna Mission,Halifax,Ontario,91662,Canada,26,Male,Low,Premium,Good,3.0,5162026,43250
82388,Wesley Turner MD,Stephen52@gmail.com,1032908600.0,984 James Islands,Boston,Georgia,12928,USA,23,Female,High,Regular,Good,4.0,5755964,55960
82392,Brian Phillips,Deborah68@gmail.com,6273615000.0,68387 William Inlet Suite 571,Ballarat,New South Wales,72096,Australia,46,Male,Medium,New,Excellent,4.0,4371213,31772
82398,Emily Martin,Kristin69@gmail.com,2015926000.0,138 Jeff Mountains,Boston,Georgia,16993,USA,23,Female,High,Regular,Bad,1.0,5102929,13726
82408,Melinda Thornton,Richard12@gmail.com,2789387000.0,03808 Sims Plains,Glasgow,England,8346,UK,68,Female,Low,Regular,Bad,1.0,7617893,95784
82409,Jonathan Moore,Barbara26@gmail.com,1765428000.0,68519 Rachel Rapids Suite 666,San Jose,Idaho,83381,USA,31,Male,Medium,Regular,Good,4.0,3672022,64916
82415,Martin Frost,Brian23@gmail.com,8537595400.0,62577 Tami Stravenue Apt. 954,Frankfurt,Berlin,49514,Germany,54,Male,Medium,Premium,Excellent,4.0,2860127,88824
82424,Caitlin Scott,Brent46@gmail.com,8869588000.0,964 Mary Valleys,Phoenix,Illinois,62918,USA,29,Female,Low,New,Good,4.0,4757775,98665
82430,Monica Hurley,Tina29@gmail.com,4559107600.0,03691 Jones Village,Raleigh,Mississippi,38920,USA,20,Male,Low,New,Good,3.0,7183361,87658
82432,Tina Rodriguez,Richard17@gmail.com,3093445600.0,60273 Jonathan Mission,Chicago,Connecticut,46045,USA,34,Male,Medium,New,Bad,1.0,2695316,66580
82436,Philip Austin,Stephanie49@gmail.com,8764650000.0,7290 Pierce Manors,Hamilton,Ontario,92145,Canada,26,Male,High,Regular,Good,3.0,4653536,78103
82453,Jennifer Maynard,Matthew85@gmail.com,3409491000.0,27280 Hayes Pike Apt. 948,Hamilton,Ontario,47434,Canada,46,Male,High,Premium,Excellent,4.0,6818322,31877
82454,Melissa Best,George68@gmail.com,3400831700.0,2168 Jackson Branch,San Francisco,Maine,25595,USA,23,Male,High,Regular,Bad,1.0,1176860,24879
82463,Erin Smith,Brooke20@gmail.com,6501615000.0,68302 Patrick Crescent Suite 742,Dallas,Delaware,19920,USA,20,Female,Medium,Regular,Good,4.0,4550147,16281
82465,Lisa Nelson,Allison32@gmail.com,8376497700.0,5224 Tammy Springs,Nuremberg,Berlin,48479,Germany,26,Male,Medium,New,Good,3.0,3432816,81363
82467,Raymond Valencia,Trevor48@gmail.com,4516782000.0,81871 Kaitlyn Branch Suite 810,Ottawa,Ontario,93775,Canada,46,Male,High,Regular,Excellent,5.0,9833749,76017
82476,Jennifer Clark,Dylan18@gmail.com,7312095700.0,3158 Zamora Islands Apt. 923,Portsmouth,England,48037,UK,19,Male,Medium,Regular,Good,4.0,3770873,29879
82498,Gerald Reyes,Robert72@gmail.com,9911451000.0,031 Robin Haven Apt. 612,Quebec City,Ontario,11142,Canada,42,Male,Medium,Premium,Average,2.0,8474944,61532
82500,Lindsey Rivas,Kenneth34@gmail.com,7043105300.0,650 Weeks Wells Suite 715,Gold Coast,New South Wales,97161,Australia,20,Male,Medium,New,Average,2.0,2661086,16454
82516,Jason Underwood,Robert6@gmail.com,2963328800.0,2204 White Crescent Suite 759,Portsmouth,England,27830,UK,19,Female,Medium,Regular,Bad,1.0,4079598,31028
82519,Stephen Kelly,Lisa11@gmail.com,8846984000.0,7385 Nancy Radial Suite 735,Windsor,Ontario,80730,Canada,56,Male,Medium,Regular,Good,3.0,5295841,99367
82529,Theresa Love,Jennifer3@gmail.com,3301344300.0,0898 Watson Walks Apt. 563,Munich,Berlin,15884,Germany,46,Male,Low,Premium,Excellent,5.0,9724162,70001
82543,Ronnie Moses,Laura96@gmail.com,6117097500.0,47921 Robinson Lights Apt. 934,Kitchener,Ontario,8779,Canada,46,Male,Medium,Premium,Average,2.0,6557339,58787
82551,Veronica Roberts DVM,Sydney2@gmail.com,5767761000.0,4292 Justin Vista Suite 644,Dallas,Alaska,99506,USA,23,Male,Medium,New,Bad,1.0,2798488,27165
82572,Sean Evans,Melissa31@gmail.com,6496491500.0,5294 Martin Burgs,Victoria,Ontario,18638,Canada,52,Male,Medium,Regular,Good,4.0,4258994,19441
82575,Susan King,Blake97@gmail.com,5384775000.0,41517 Andrew Passage,Portsmouth,England,60591,UK,24,Male,Medium,Regular,Good,3.0,3291062,25777
82582,Tammy Johnson,Stephanie55@gmail.com,3384501500.0,46018 Brown Underpass,Miami,Georgia,30508,USA,20,Male,Low,New,Bad,1.0,2286540,91264
82583,Nicole Hughes,Joseph69@gmail.com,5739945000.0,22390 Rios Haven,Chicago,Connecticut,24497,USA,34,Female,Medium,Premium,Bad,1.0,3337697,54420
82592,Kelly Martin,Dana73@gmail.com,1809848000.0,15178 Stephanie Manors Suite 202,Chicago,Connecticut,89970,USA,34,Female,High,Premium,Good,4.0,3588831,49986
82599,Molly Mason,Amy12@gmail.com,1697315700.0,8556 Mark Ways,Cleveland,Hawaii,96714,USA,42,Male,Medium,Premium,Excellent,5.0,2899838,68665
82612,Tyler Martinez,Jeanne34@gmail.com,1110286300.0,5696 Deleon Estate Suite 150,Montreal,Ontario,59520,Canada,36,Female,High,Regular,Good,3.0,9312386,26022
82618,Kayla Ross,Richard5@gmail.com,5236711000.0,07084 Leslie Orchard,Chicago,Connecticut,46501,USA,34,Female,Low,New,Average,2.0,1531213,36284
82628,Brad Hernandez,Lawrence33@gmail.com,9407675000.0,8320 Raymond Cliff Apt. 387,San Francisco,Maine,55662,USA,26,Male,High,Regular,Average,2.0,6760726,29723
82629,Michele Davidson,Anthony14@gmail.com,5403458600.0,6131 Beth Square Suite 643,Cologne,Berlin,66382,Germany,20,Male,Low,New,Average,2.0,2070091,90059
82631,Michelle White,Rebekah50@gmail.com,5036503600.0,3001 Miller Curve Apt. 704,Calgary,Ontario,52834,Canada,56,Male,High,New,Excellent,5.0,1630918,90090
82652,Shawn Mcdonald,Jeffrey89@gmail.com,4394049000.0,18890 Pennington Brooks,Saskatoon,Ontario,4359,Canada,46,Male,High,Regular,Excellent,4.0,2999707,90976
82670,Jordan Fitzpatrick,David84@gmail.com,3513748000.0,36783 Brent Haven,Saskatoon,Ontario,64460,Canada,66,Male,High,Regular,Good,4.0,6213953,52243
82671,Joshua Grimes,Jessica48@gmail.com,1126040200.0,351 Taylor Forge,Portsmouth,England,38647,UK,50,Male,Medium,Regular,Excellent,4.0,7988107,41878
82672,John Smith,Deborah28@gmail.com,1457484900.0,0861 Hayden Roads Apt. 316,Portsmouth,England,85689,UK,19,Male,Medium,Regular,Average,2.0,9637521,82024
82681,Daniel Adams,Steven13@gmail.com,2542479400.0,168 Claire Streets,Houston,Michigan,48100,USA,23,Female,Medium,New,Excellent,5.0,2962581,46813
82704,James Cameron,Albert37@gmail.com,9530721000.0,806 Jessica Extensions,Adelaide,New South Wales,60107,Australia,46,Male,Medium,Premium,Average,2.0,6241385,99428
82707,Renee Wolfe,Bradley76@gmail.com,3079869200.0,7412 Stephanie Key,Chicago,Connecticut,12090,USA,34,Male,Low,Regular,Good,4.0,5372527,62122
82730,Kimberly Brady MD,Tina80@gmail.com,8765310000.0,6419 Ward Pine,Chicago,Connecticut,20903,USA,34,Male,Medium,Premium,Good,4.0,3365012,98405
82731,Gabriel Barber,Jesse78@gmail.com,9659470000.0,4596 Davis Ramp,Portsmouth,England,72588,UK,19,Female,Medium,Regular,Excellent,4.0,9498645,82663
82732,Ryan Walker,Alex33@gmail.com,9956253000.0,3244 Peterson Overpass,Bonn,Berlin,45669,Germany,26,Male,Medium,Regular,Good,3.0,3354149,25808
82733,Mark Thompson,Amy66@gmail.com,2852234500.0,57002 Hopkins Island,Geelong,New South Wales,41356,Australia,20,Male,Low,Regular,Bad,1.0,9845719,87840
82749,Angela Drake,Alyssa93@gmail.com,9020869000.0,8460 Matthew Valleys,Long Beach,Louisiana,70711,USA,44,Female,Medium,New,Excellent,4.0,3681503,31686
82750,Randall Green,Gabriela70@gmail.com,8725372000.0,0411 Johnson Coves,Sheffield,England,12495,UK,22,Male,Low,Regular,Bad,1.0,7525980,73598
82753,Kevin Morton,Robert9@gmail.com,9051917000.0,9301 Brittany Fort Apt. 211,San Francisco,California,93646,USA,38,Female,Medium,New,Excellent,5.0,3200066,98383
82765,Jeremy Ray,Eric52@gmail.com,7775563300.0,96026 Thomas Route,Montreal,Ontario,41053,Canada,46,Male,Low,New,Excellent,4.0,2993185,29562
82784,Marissa Browning,Michelle98@gmail.com,5119401000.0,33704 Richardson Tunnel Suite 238,Las Vegas,Colorado,80855,USA,55,Male,Medium,New,Bad,1.0,6276845,79459
82790,Kayla Allen,Kevin45@gmail.com,6968467500.0,01151 Jillian Lock Apt. 936,Canberra,New South Wales,96738,Australia,26,Male,Medium,Regular,Good,3.0,2764581,70850
82793,Rose Waller,Peggy77@gmail.com,7611493000.0,69917 Jennifer Forest,Frankfurt,Berlin,964,Germany,22,Male,Medium,Regular,Average,2.0,1855676,13278
82794,Amber Miles,Timothy11@gmail.com,1477401000.0,739 Tracy Points,Albury-Wodonga,New South Wales,11729,Australia,20,Male,High,New,Average,2.0,4370499,89958
82799,Melissa Brown,Ann4@gmail.com,6146695700.0,2015 Zachary Wall,Boston,Georgia,72420,USA,23,Male,High,Regular,Bad,1.0,2340685,85170
82800,Misty Fox,Karen24@gmail.com,7538856000.0,026 Jackson Expressway Suite 122,Toowoomba,New South Wales,2796,Australia,46,Female,Medium,Regular,Average,2.0,9899732,52095
82804,Kimberly Terrell MD,Lisa96@gmail.com,4437574700.0,30559 Morton Corner Apt. 628,Chicago,Connecticut,86159,USA,34,Male,Low,Premium,Good,4.0,6565073,57087
82835,Michael Adkins,Katrina53@gmail.com,6621304300.0,6664 Nicholas Mountain,Windsor,Ontario,44368,Canada,20,Male,Medium,New,Average,2.0,2537482,83400
82838,Rodney Lucas,Steven40@gmail.com,8277698000.0,3748 Joshua Ridges Suite 090,Chicago,Connecticut,55206,USA,34,Female,High,Regular,Good,3.0,6603188,70844
82860,Ian Parrish,Susan84@gmail.com,4804515300.0,0678 Smith Greens Suite 962,Hanover,Berlin,87714,Germany,32,Female,Medium,Regular,Average,2.0,5949905,86311
82865,Matthew Bray,Tracie81@gmail.com,7577300500.0,3465 Ashley Forge Suite 593,Memphis,Arkansas,72325,USA,26,Female,Medium,Regular,Good,3.0,5945620,68175
82872,Joshua Potter,David16@gmail.com,6400859000.0,763 Hanson Path,Winnipeg,Ontario,63219,Canada,67,Female,Low,Premium,Excellent,5.0,7611679,30149
82883,Howard Bryant,Patricia25@gmail.com,2624822500.0,3595 Smith Mission,Oakland,New Mexico,87448,USA,61,Female,Medium,Regular,Bad,1.0,2520972,99743
82886,Michael Blair,Brian16@gmail.com,8495251500.0,9280 Young Islands,San Francisco,Maine,92803,USA,26,Male,High,Regular,Average,2.0,2924209,16463
82907,April Krueger,Teresa67@gmail.com,3098781400.0,1228 Kaufman Vista,Mackay,New South Wales,67481,Australia,46,Male,Low,Premium,Excellent,5.0,9110774,13209
82920,Lisa Thompson,John46@gmail.com,3044916000.0,54098 Anthony Fall Apt. 331,Indianapolis,Vermont,5460,USA,18,Male,Medium,Premium,Excellent,5.0,7763912,59961
82922,Christopher Dixon,Kenneth41@gmail.com,3005474000.0,499 Norman Valley Suite 761,Portsmouth,England,51731,UK,24,Female,Medium,Regular,Excellent,4.0,3334593,24656
82925,Cheryl Allen,Dawn22@gmail.com,9528420000.0,040 Linda Crossing Suite 931,Portsmouth,England,54488,UK,19,Male,Medium,Regular,Good,4.0,2230150,22257
82933,Kevin Roberts,Jennifer85@gmail.com,3177757700.0,0519 Garcia Fort,Frankfurt,Berlin,8454,Germany,22,Female,Medium,Regular,Excellent,5.0,3561726,62675
82935,Patty Lopez,Jeremy39@gmail.com,5988967400.0,2672 Julie Meadows Apt. 216,Chicago,Connecticut,38111,USA,34,Female,Low,New,Good,3.0,1132571,60559
82945,Denise Mitchell,Jonathan54@gmail.com,3479589600.0,60856 Dalton Villages,Plymouth,England,34085,UK,49,Male,Low,New,Excellent,4.0,6137175,50689
82963,Roger Johnson,Tara63@gmail.com,5858061300.0,99467 Douglas Shoal,Stuttgart,Berlin,69626,Germany,48,Male,Medium,Regular,Average,2.0,2830385,74766
82965,Dr. Jennifer Hart,Ryan69@gmail.com,6669641000.0,1204 Kathleen Branch,Portsmouth,England,47137,UK,24,Male,Medium,Regular,Bad,1.0,6063714,78905
82966,Taylor Harris,Ronnie70@gmail.com,8460888000.0,437 Diana Station Apt. 548,Hamilton,Ontario,9243,Canada,28,Male,Medium,Regular,Average,2.0,2661497,28290
82969,Michael Richard,Kevin65@gmail.com,6818943000.0,9098 Callahan Route Apt. 690,Plymouth,England,49879,UK,20,Male,Low,Premium,Average,2.0,1542315,73551
82974,Steven Woods,Patrick60@gmail.com,9730317000.0,42259 Dickerson Roads,Bremen,Berlin,66365,Germany,40,Male,Medium,New,Excellent,5.0,1958138,76439
82977,Jennifer Phelps,Molly3@gmail.com,5122396000.0,93101 Davis Crest,Belfast,England,32281,UK,46,Male,Medium,Premium,Excellent,5.0,8130988,91199
82980,Dan Baird,Sandra63@gmail.com,7796476400.0,63704 Andre Underpass Apt. 309,Münster,Berlin,23558,Germany,24,Female,Medium,Premium,Excellent,5.0,6271454,70266
83009,Joseph Adams,Angelica60@gmail.com,8689092000.0,8365 Stephen Ports,Wuppertal,Berlin,76562,Germany,53,Male,Low,Premium,Excellent,4.0,7024944,71208
83012,Gloria Peters,Steven48@gmail.com,9896970000.0,7509 Shelton Meadows,Gold Coast,New South Wales,90192,Australia,26,Female,Medium,Premium,Good,3.0,4236866,56550
83020,Lindsay White,Nathan100@gmail.com,1070629600.0,459 Reyes Plain Suite 634,Boston,Georgia,67296,USA,23,Male,High,Regular,Bad,1.0,1880431,42658
83033,Susan Ramirez DDS,Mary44@gmail.com,6618538500.0,302 Howard Row,Wichita,Ohio,43531,USA,26,Male,High,Regular,Good,4.0,1040489,64884
83037,Jodi Ferguson,Johnny97@gmail.com,8439415300.0,97499 Taylor Ports Suite 307,Nottingham,England,59774,UK,35,Male,Medium,Regular,Excellent,5.0,6745965,22224
83079,Jose Adams,Jamie68@gmail.com,5714196000.0,43598 Robert Court,Toowoomba,New South Wales,25426,Australia,20,Male,Low,New,Good,4.0,6175043,32413
83082,Jose Hall,Heather93@gmail.com,9304714000.0,0217 Jared Trail Apt. 900,Leeds,England,11555,UK,35,Male,Low,New,Average,2.0,1012726,59489
